date,region,disease,cases,deaths,recovered,population
2024-11-15,West Bengal,COVID-19,318,6,298,126997790
2024-11-15,Rajasthan,Dengue,88,2,77,176906766
2024-11-15,Rajasthan,Malaria,46,1,39,176906766
2024-11-15,Rajasthan,Cholera,91,1,73,176906766
2024-11-15,Rajasthan,Influenza,99,2,87,176906766
2024-11-15,Rajasthan,COVID-19,197,8,168,176906766
2024-11-15,Telangana,Dengue,70,1,58,199279061
2024-11-15,Telangana,Malaria,18,0,16,199279061
2024-11-15,Telangana,Cholera,66,2,60,199279061
2024-11-15,Telangana,Influenza,239,11,215,199279061
2024-11-15,Telangana,COVID-19,171,6,155,199279061
2024-11-22,Maharashtra,Dengue,17,0,15,122395795
2024-11-22,Maharashtra,Malaria,16,0,12,122395795
2024-11-22,Maharashtra,Cholera,96,3,88,122395795
2024-11-22,Maharashtra,Influenza,211,9,183,122395795
2024-11-22,Maharashtra,COVID-19,107,4,95,122395795
2024-11-22,Karnataka,Dengue,33,1,26,152725769
2024-11-22,Karnataka,Malaria,84,0,73,152725769
2024-11-22,Karnataka,Cholera,25,0,23,152725769
2024-11-22,Karnataka,Influenza,294,14,262,152725769
2024-11-22,Karnataka,COVID-19,408,12,362,152725769
2024-11-22,Delhi,Dengue,35,0,30,170208612
2024-11-22,Delhi,Malaria,70,3,62,170208612
2024-11-22,Delhi,Cholera,21,0,19,170208612
2024-11-22,Delhi,Influenza,51,1,47,170208612
2024-11-22,Delhi,COVID-19,133,4,122,170208612
2024-11-22,Tamil Nadu,Dengue,85,1,68,176765832
2024-11-22,Tamil Nadu,Malaria,75,3,62,176765832
2024-11-22,Tamil Nadu,Cholera,15,0,13,176765832
2024-11-22,Tamil Nadu,Influenza,117,1,101,176765832
2024-11-22,Tamil Nadu,COVID-19,46,2,38,176765832
2024-11-22,Kerala,Dengue,70,2,56,147679726
2024-11-22,Kerala,Malaria,87,2,80,147679726
2024-11-22,Kerala,Cholera,84,2,69,147679726
2024-11-22,Kerala,Influenza,286,13,271,147679726
2024-11-22,Kerala,COVID-19,189,4,176,147679726
2024-11-22,Gujarat,Dengue,63,2,56,117531257
2024-11-22,Gujarat,Malaria,43,1,39,117531257
2024-11-22,Gujarat,Cholera,91,3,78,117531257
2024-11-22,Gujarat,Influenza,44,1,36,117531257
2024-11-22,Gujarat,COVID-19,173,7,141,117531257
2024-11-22,Uttar Pradesh,Dengue,26,1,24,50515296
2024-11-22,Uttar Pradesh,Malaria,94,1,76,50515296
2024-11-22,Uttar Pradesh,Cholera,66,2,60,50515296
2024-11-22,Uttar Pradesh,Influenza,316,12,266,50515296
2024-11-22,Uttar Pradesh,COVID-19,144,7,115,50515296
2024-11-22,West Bengal,Dengue,15,0,13,163901071
2024-11-22,West Bengal,Malaria,26,0,20,163901071
2024-11-22,West Bengal,Cholera,53,0,47,163901071
2024-11-22,West Bengal,Influenza,306,11,264,163901071
2024-11-22,West Bengal,COVID-19,65,0,53,163901071
2024-11-22,Rajasthan,Dengue,92,3,78,50072314
2024-11-22,Rajasthan,Malaria,61,1,54,50072314
2024-11-22,Rajasthan,Cholera,34,0,29,50072314
2024-11-22,Rajasthan,Influenza,61,2,53,50072314
2024-11-22,Rajasthan,COVID-19,190,3,157,50072314
2024-11-22,Telangana,Dengue,37,1,32,108769710
2024-11-22,Telangana,Malaria,91,3,78,108769710
2024-11-22,Telangana,Cholera,16,0,14,108769710
2024-11-22,Telangana,Influenza,161,1,147,108769710
2024-11-22,Telangana,COVID-19,86,2,73,108769710
2024-11-29,Maharashtra,Dengue,63,0,58,135162430
2024-11-29,Maharashtra,Malaria,56,0,48,135162430
2024-11-29,Maharashtra,Cholera,42,0,34,135162430
2024-11-29,Maharashtra,Influenza,203,4,188,135162430
2024-11-29,Maharashtra,COVID-19,434,12,379,135162430
2024-11-29,Karnataka,Dengue,40,1,37,122428623
2024-11-29,Karnataka,Malaria,81,2,67,122428623
2024-11-29,Karnataka,Cholera,38,1,32,122428623
2024-11-29,Karnataka,Influenza,108,3,98,122428623
2024-11-29,Karnataka,COVID-19,40,1,35,122428623
2024-11-29,Delhi,Dengue,89,2,80,160247851
2024-11-29,Delhi,Malaria,11,0,9,160247851
2024-11-29,Delhi,Cholera,22,0,18,160247851
2024-11-29,Delhi,Influenza,336,5,308,160247851
2024-11-29,Delhi,COVID-19,24,1,21,160247851
2024-11-29,Tamil Nadu,Dengue,26,0,22,127969291
2024-11-29,Tamil Nadu,Malaria,89,2,71,127969291
2024-11-29,Tamil Nadu,Cholera,77,1,67,127969291
2024-11-29,Tamil Nadu,Influenza,125,4,100,127969291
2024-11-29,Tamil Nadu,COVID-19,78,1,71,127969291
2024-11-29,Kerala,Dengue,58,2,50,172000544
2024-11-29,Kerala,Malaria,86,1,72,172000544
2024-11-29,Kerala,Cholera,87,3,69,172000544
2024-11-29,Kerala,Influenza,26,1,24,172000544
2024-11-29,Kerala,COVID-19,155,7,127,172000544
2024-11-29,Gujarat,Dengue,97,2,91,113770184
2024-11-29,Gujarat,Malaria,72,3,63,113770184
2024-11-29,Gujarat,Cholera,31,0,28,113770184
2024-11-29,Gujarat,Influenza,71,1,65,113770184
2024-11-29,Gujarat,COVID-19,366,13,325,113770184
2024-11-29,Uttar Pradesh,Dengue,82,1,73,189715149
2024-11-29,Uttar Pradesh,Malaria,50,2,41,189715149
2024-11-29,Uttar Pradesh,Cholera,61,0,56,189715149
2024-11-29,Uttar Pradesh,Influenza,130,1,109,189715149
2024-11-29,Uttar Pradesh,COVID-19,182,8,168,189715149
2024-11-29,West Bengal,Dengue,66,1,55,199632530
2024-11-29,West Bengal,Malaria,85,2,68,199632530
2024-11-29,West Bengal,Cholera,24,0,20,199632530
2024-11-29,West Bengal,Influenza,199,8,185,199632530
2024-11-29,West Bengal,COVID-19,161,4,144,199632530
2024-11-29,Rajasthan,Dengue,32,0,27,136888290
2024-11-29,Rajasthan,Malaria,64,1,55,136888290
2024-11-29,Rajasthan,Cholera,79,1,65,136888290
2024-11-29,Rajasthan,Influenza,179,8,163,136888290
2024-11-29,Rajasthan,COVID-19,83,2,66,136888290
2024-11-29,Telangana,Dengue,46,2,38,87917722
2024-11-29,Telangana,Malaria,56,1,48,87917722
2024-11-29,Telangana,Cholera,36,1,32,87917722
2024-11-29,Telangana,Influenza,199,7,183,87917722
2024-11-29,Telangana,COVID-19,55,2,47,87917722
2024-12-06,Maharashtra,Dengue,76,1,69,150935898
2024-12-06,Maharashtra,Malaria,65,3,57,150935898
2024-12-06,Maharashtra,Cholera,54,1,47,150935898
2024-12-06,Maharashtra,Influenza,183,5,173,150935898
2024-12-06,Maharashtra,COVID-19,216,10,195,150935898
2024-12-06,Karnataka,Dengue,28,0,24,172469379
2024-12-06,Karnataka,Malaria,49,1,39,172469379
2024-12-06,Karnataka,Cholera,33,0,31,172469379
2024-12-06,Karnataka,Influenza,30,0,25,172469379
2024-12-06,Karnataka,COVID-19,107,1,100,172469379
2024-12-06,Delhi,Dengue,92,4,81,138076538
2024-12-06,Delhi,Malaria,76,2,69,138076538
2024-12-06,Delhi,Cholera,68,1,63,138076538
2024-12-06,Delhi,Influenza,193,6,170,138076538
2024-12-06,Delhi,COVID-19,32,0,27,138076538
2024-12-06,Tamil Nadu,Dengue,21,0,17,76990374
2024-12-06,Tamil Nadu,Malaria,86,1,81,76990374
2024-12-06,Tamil Nadu,Cholera,49,1,42,76990374
2024-12-06,Tamil Nadu,Influenza,202,6,183,76990374
2024-12-06,Tamil Nadu,COVID-19,68,2,56,76990374
2024-12-06,Kerala,Dengue,61,1,57,83488032
2024-12-06,Kerala,Malaria,75,2,62,83488032
2024-12-06,Kerala,Cholera,71,1,57,83488032
2024-12-06,Kerala,Influenza,170,6,145,83488032
2024-12-06,Kerala,COVID-19,116,4,93,83488032
2024-12-06,Gujarat,Dengue,14,0,12,146715820
2024-12-06,Gujarat,Malaria,77,1,68,146715820
2024-12-06,Gujarat,Cholera,20,0,16,146715820
2024-12-06,Gujarat,Influenza,100,1,84,146715820
2024-12-06,Gujarat,COVID-19,201,3,190,146715820
2024-12-06,Uttar Pradesh,Dengue,75,1,64,148265835
2024-12-06,Uttar Pradesh,Malaria,56,1,48,148265835
2024-12-06,Uttar Pradesh,Cholera,76,1,68,148265835
2024-12-06,Uttar Pradesh,Influenza,63,2,59,148265835
2024-12-06,Uttar Pradesh,COVID-19,43,0,37,148265835
2024-12-06,West Bengal,Dengue,95,3,79,64309432
2024-12-06,West Bengal,Malaria,68,2,60,64309432
2024-12-06,West Bengal,Cholera,46,2,40,64309432
2024-12-06,West Bengal,Influenza,32,1,26,64309432
2024-12-06,West Bengal,COVID-19,104,4,85,64309432
2024-12-06,Rajasthan,Dengue,33,1,28,40416361
2024-12-06,Rajasthan,Malaria,36,0,32,40416361
2024-12-06,Rajasthan,Cholera,18,0,14,40416361
2024-12-06,Rajasthan,Influenza,367,9,297,40416361
2024-12-06,Rajasthan,COVID-19,92,2,81,40416361
2024-12-06,Telangana,Dengue,45,0,39,168709387
2024-12-06,Telangana,Malaria,95,1,84,168709387
2024-12-06,Telangana,Cholera,87,2,75,168709387
2024-12-06,Telangana,Influenza,147,1,130,168709387
2024-12-06,Telangana,COVID-19,152,4,123,168709387
2024-12-13,Maharashtra,Dengue,90,3,75,59829305
2024-12-13,Maharashtra,Malaria,87,3,75,59829305
2024-12-13,Maharashtra,Cholera,35,0,32,59829305
2024-12-13,Maharashtra,Influenza,213,7,195,59829305
2024-12-13,Maharashtra,COVID-19,293,8,237,59829305
2024-12-13,Karnataka,Dengue,96,2,85,198430100
2024-12-13,Karnataka,Malaria,62,2,58,198430100
2024-12-13,Karnataka,Cholera,62,2,53,198430100
2024-12-13,Karnataka,Influenza,62,0,53,198430100
2024-12-13,Karnataka,COVID-19,402,14,330,198430100
2024-12-13,Delhi,Dengue,84,3,78,168226493
2024-12-13,Delhi,Malaria,76,2,65,168226493
2024-12-13,Delhi,Cholera,49,1,42,168226493
2024-12-13,Delhi,Influenza,398,11,323,168226493
2024-12-13,Delhi,COVID-19,190,7,171,168226493
2024-12-13,Tamil Nadu,Dengue,73,3,69,144566377
2024-12-13,Tamil Nadu,Malaria,24,0,19,144566377
2024-12-13,Tamil Nadu,Cholera,52,1,48,144566377
2024-12-13,Tamil Nadu,Influenza,59,2,52,144566377
2024-12-13,Tamil Nadu,COVID-19,304,14,266,144566377
2024-12-13,Kerala,Dengue,21,0,18,138855383
2024-12-13,Kerala,Malaria,78,2,67,138855383
2024-12-13,Kerala,Cholera,50,2,47,138855383
2024-12-13,Kerala,Influenza,92,3,75,138855383
2024-12-13,Kerala,COVID-19,102,2,95,138855383
2024-12-13,Gujarat,Dengue,69,3,59,155049407
2024-12-13,Gujarat,Malaria,52,1,45,155049407
2024-12-13,Gujarat,Cholera,73,2,59,155049407
2024-12-13,Gujarat,Influenza,249,7,216,155049407
2024-12-13,Gujarat,COVID-19,98,3,84,155049407
2024-12-13,Uttar Pradesh,Dengue,73,3,58,104067960
2024-12-13,Uttar Pradesh,Malaria,27,0,24,104067960
2024-12-13,Uttar Pradesh,Cholera,52,0,45,104067960
2024-12-13,Uttar Pradesh,Influenza,81,3,73,104067960
2024-12-13,Uttar Pradesh,COVID-19,48,1,43,104067960
2024-12-13,West Bengal,Dengue,16,0,14,176317692
2024-12-13,West Bengal,Malaria,59,1,52,176317692
2024-12-13,West Bengal,Cholera,68,3,59,176317692
2024-12-13,West Bengal,Influenza,70,1,60,176317692
2024-12-13,West Bengal,COVID-19,470,21,431,176317692
2024-12-13,Rajasthan,Dengue,36,1,33,79043594
2024-12-13,Rajasthan,Malaria,68,2,60,79043594
2024-12-13,Rajasthan,Cholera,87,4,79,79043594
2024-12-13,Rajasthan,Influenza,98,1,91,79043594
2024-12-13,Rajasthan,COVID-19,34,0,32,79043594
2024-12-13,Telangana,Dengue,89,2,81,153889330
2024-12-13,Telangana,Malaria,20,0,16,153889330
2024-12-13,Telangana,Cholera,17,0,14,153889330
2024-12-13,Telangana,Influenza,273,5,246,153889330
2024-12-13,Telangana,COVID-19,362,16,319,153889330
2024-12-20,Maharashtra,Dengue,22,0,19,157327108
2024-12-20,Maharashtra,Malaria,19,0,15,157327108
2024-12-20,Maharashtra,Cholera,45,2,41,157327108
2024-12-20,Maharashtra,Influenza,142,4,125,157327108
2024-12-20,Maharashtra,COVID-19,113,1,102,157327108
2024-12-20,Karnataka,Dengue,73,0,67,103168418
2024-12-20,Karnataka,Malaria,23,0,18,103168418
2024-12-20,Karnataka,Cholera,50,2,41,103168418
2024-12-20,Karnataka,Influenza,74,3,61,103168418
2024-12-20,Karnataka,COVID-19,77,1,66,103168418
2024-12-20,Delhi,Dengue,82,2,68,30680117
2024-12-20,Delhi,Malaria,16,0,13,30680117
2024-12-20,Delhi,Cholera,95,1,88,30680117
2024-12-20,Delhi,Influenza,191,2,160,30680117
2024-12-20,Delhi,COVID-19,54,0,44,30680117
2024-12-20,Tamil Nadu,Dengue,65,3,61,88167980
2024-12-20,Tamil Nadu,Malaria,10,0,9,88167980
2024-12-20,Tamil Nadu,Cholera,41,0,36,88167980
2024-12-20,Tamil Nadu,Influenza,325,11,280,88167980
2024-12-20,Tamil Nadu,COVID-19,150,2,134,88167980
2024-12-20,Kerala,Dengue,94,3,85,107259615
2024-12-20,Kerala,Malaria,45,1,36,107259615
2024-12-20,Kerala,Cholera,95,4,85,107259615
2024-12-20,Kerala,Influenza,145,5,121,107259615
2024-12-20,Kerala,COVID-19,96,3,77,107259615
2024-12-20,Gujarat,Dengue,12,0,10,113372177
2024-12-20,Gujarat,Malaria,48,0,44,113372177
2024-12-20,Gujarat,Cholera,54,0,49,113372177
2024-12-20,Gujarat,Influenza,108,3,95,113372177
2024-12-20,Gujarat,COVID-19,436,19,379,113372177
2024-12-20,Uttar Pradesh,Dengue,53,1,49,54713969
2024-12-20,Uttar Pradesh,Malaria,81,3,71,54713969
2024-12-20,Uttar Pradesh,Cholera,10,0,8,54713969
2024-12-20,Uttar Pradesh,Influenza,203,9,174,54713969
2024-12-20,Uttar Pradesh,COVID-19,171,6,137,54713969
2024-12-20,West Bengal,Dengue,25,0,21,180208501
2024-12-20,West Bengal,Malaria,84,3,74,180208501
2024-12-20,West Bengal,Cholera,44,0,35,180208501
2024-12-20,West Bengal,Influenza,141,3,132,180208501
2024-12-20,West Bengal,COVID-19,72,2,67,180208501
2024-12-20,Rajasthan,Dengue,38,1,35,103937563
2024-12-20,Rajasthan,Malaria,45,0,37,103937563
2024-12-20,Rajasthan,Cholera,35,0,29,103937563
2024-12-20,Rajasthan,Influenza,245,9,212,103937563
2024-12-20,Rajasthan,COVID-19,72,1,59,103937563
2024-12-20,Telangana,Dengue,61,2,54,45931523
2024-12-20,Telangana,Malaria,51,0,43,45931523
2024-12-20,Telangana,Cholera,16,0,14,45931523
2024-12-20,Telangana,Influenza,85,4,69,45931523
2024-12-20,Telangana,COVID-19,266,10,233,45931523
2024-12-27,Maharashtra,Dengue,47,0,39,57347167
2024-12-27,Maharashtra,Malaria,42,0,36,57347167
2024-12-27,Maharashtra,Cholera,53,0,46,57347167
2024-12-27,Maharashtra,Influenza,227,6,196,57347167
2024-12-27,Maharashtra,COVID-19,201,2,164,57347167
2024-12-27,Karnataka,Dengue,81,2,65,121394337
2024-12-27,Karnataka,Malaria,22,0,19,121394337
2024-12-27,Karnataka,Cholera,57,1,51,121394337
2024-12-27,Karnataka,Influenza,90,2,83,121394337
2024-12-27,Karnataka,COVID-19,232,9,218,121394337
2024-12-27,Delhi,Dengue,35,1,29,102360646
2024-12-27,Delhi,Malaria,88,1,82,102360646
2024-12-27,Delhi,Cholera,77,2,69,102360646
2024-12-27,Delhi,Influenza,71,2,64,102360646
2024-12-27,Delhi,COVID-19,369,7,305,102360646
2024-12-27,Tamil Nadu,Dengue,97,2,83,183672755
2024-12-27,Tamil Nadu,Malaria,67,2,59,183672755
2024-12-27,Tamil Nadu,Cholera,22,0,18,183672755
2024-12-27,Tamil Nadu,Influenza,229,3,190,183672755
2024-12-27,Tamil Nadu,COVID-19,240,5,218,183672755
2024-12-27,Kerala,Dengue,10,0,8,102597906
2024-12-27,Kerala,Malaria,46,1,40,102597906
2024-12-27,Kerala,Cholera,83,2,73,102597906
2024-12-27,Kerala,Influenza,133,4,123,102597906
2024-12-27,Kerala,COVID-19,120,3,96,102597906
2024-12-27,Gujarat,Dengue,13,0,11,128277603
2024-12-27,Gujarat,Malaria,78,1,64,128277603
2024-12-27,Gujarat,Cholera,100,2,91,128277603
2024-12-27,Gujarat,Influenza,69,1,56,128277603
2024-12-27,Gujarat,COVID-19,68,2,62,128277603
2024-12-27,Uttar Pradesh,Dengue,73,0,66,161150202
2024-12-27,Uttar Pradesh,Malaria,33,0,29,161150202
2024-12-27,Uttar Pradesh,Cholera,86,1,74,161150202
2024-12-27,Uttar Pradesh,Influenza,334,14,276,161150202
2024-12-27,Uttar Pradesh,COVID-19,205,6,172,161150202
2024-12-27,West Bengal,Dengue,59,2,47,41497444
2024-12-27,West Bengal,Malaria,19,0,17,41497444
2024-12-27,West Bengal,Cholera,41,0,35,41497444
2024-12-27,West Bengal,Influenza,38,1,31,41497444
2024-12-27,West Bengal,COVID-19,94,3,76,41497444
2024-12-27,Rajasthan,Dengue,11,0,9,91537187
2024-12-27,Rajasthan,Malaria,64,2,57,91537187
2024-12-27,Rajasthan,Cholera,32,1,28,91537187
2024-12-27,Rajasthan,Influenza,186,8,149,91537187
2024-12-27,Rajasthan,COVID-19,250,9,228,91537187
2024-12-27,Telangana,Dengue,15,0,13,101215003
2024-12-27,Telangana,Malaria,30,1,26,101215003
2024-12-27,Telangana,Cholera,12,0,11,101215003
2024-12-27,Telangana,Influenza,283,2,253,101215003
2024-12-27,Telangana,COVID-19,26,0,22,101215003
2025-01-03,Maharashtra,Dengue,66,2,52,145662305
2025-01-03,Maharashtra,Malaria,68,1,58,145662305
2025-01-03,Maharashtra,Cholera,62,3,55,145662305
2025-01-03,Maharashtra,Influenza,123,2,116,145662305
2025-01-03,Maharashtra,COVID-19,36,1,32,145662305
2025-01-03,Karnataka,Dengue,49,1,41,54879656
2025-01-03,Karnataka,Malaria,60,1,50,54879656
2025-01-03,Karnataka,Cholera,16,0,14,54879656
2025-01-03,Karnataka,Influenza,369,5,319,54879656
2025-01-03,Karnataka,COVID-19,94,1,86,54879656
2025-01-03,Delhi,Dengue,24,1,22,84070627
2025-01-03,Delhi,Malaria,91,1,80,84070627
2025-01-03,Delhi,Cholera,30,1,24,84070627
2025-01-03,Delhi,Influenza,106,3,84,84070627
2025-01-03,Delhi,COVID-19,84,3,76,84070627
2025-01-03,Tamil Nadu,Dengue,35,0,32,188741590
2025-01-03,Tamil Nadu,Malaria,36,0,31,188741590
2025-01-03,Tamil Nadu,Cholera,18,0,15,188741590
2025-01-03,Tamil Nadu,Influenza,178,2,143,188741590
2025-01-03,Tamil Nadu,COVID-19,118,2,96,188741590
2025-01-03,Kerala,Dengue,22,0,18,198964408
2025-01-03,Kerala,Malaria,50,1,40,198964408
2025-01-03,Kerala,Cholera,11,0,10,198964408
2025-01-03,Kerala,Influenza,148,2,135,198964408
2025-01-03,Kerala,COVID-19,117,3,108,198964408
2025-01-03,Gujarat,Dengue,71,3,66,127383785
2025-01-03,Gujarat,Malaria,49,0,41,127383785
2025-01-03,Gujarat,Cholera,44,1,38,127383785
2025-01-03,Gujarat,Influenza,324,15,262,127383785
2025-01-03,Gujarat,COVID-19,131,6,108,127383785
2025-01-03,Uttar Pradesh,Dengue,78,3,73,61600910
2025-01-03,Uttar Pradesh,Malaria,59,0,47,61600910
2025-01-03,Uttar Pradesh,Cholera,92,1,82,61600910
2025-01-03,Uttar Pradesh,Influenza,128,4,106,61600910
2025-01-03,Uttar Pradesh,COVID-19,75,2,68,61600910
2025-01-03,West Bengal,Dengue,60,0,56,150025507
2025-01-03,West Bengal,Malaria,37,1,29,150025507
2025-01-03,West Bengal,Cholera,18,0,15,150025507
2025-01-03,West Bengal,Influenza,406,9,339,150025507
2025-01-03,West Bengal,COVID-19,343,12,314,150025507
2025-01-03,Rajasthan,Dengue,38,1,33,64085727
2025-01-03,Rajasthan,Malaria,40,0,37,64085727
2025-01-03,Rajasthan,Cholera,47,1,39,64085727
2025-01-03,Rajasthan,Influenza,176,3,145,64085727
2025-01-03,Rajasthan,COVID-19,221,4,183,64085727
2025-01-03,Telangana,Dengue,65,0,58,32210176
2025-01-03,Telangana,Malaria,59,2,50,32210176
2025-01-03,Telangana,Cholera,25,1,21,32210176
2025-01-03,Telangana,Influenza,199,7,169,32210176
2025-01-03,Telangana,COVID-19,331,8,295,32210176
2025-01-10,Maharashtra,Dengue,74,3,62,191013528
2025-01-10,Maharashtra,Malaria,26,1,24,191013528
2025-01-10,Maharashtra,Cholera,75,2,60,191013528
2025-01-10,Maharashtra,Influenza,47,1,43,191013528
2025-01-10,Maharashtra,COVID-19,208,9,191,191013528
2025-01-10,Karnataka,Dengue,52,1,49,58997041
2025-01-10,Karnataka,Malaria,96,2,90,58997041
2025-01-10,Karnataka,Cholera,47,0,42,58997041
2025-01-10,Karnataka,Influenza,50,0,45,58997041
2025-01-10,Karnataka,COVID-19,85,2,75,58997041
2025-01-10,Delhi,Dengue,24,0,21,147208850
2025-01-10,Delhi,Malaria,57,2,51,147208850
2025-01-10,Delhi,Cholera,80,2,68,147208850
2025-01-10,Delhi,Influenza,263,8,237,147208850
2025-01-10,Delhi,COVID-19,178,2,162,147208850
2025-01-10,Tamil Nadu,Dengue,85,2,74,84073360
2025-01-10,Tamil Nadu,Malaria,19,0,17,84073360
2025-01-10,Tamil Nadu,Cholera,92,2,82,84073360
2025-01-10,Tamil Nadu,Influenza,119,1,107,84073360
2025-01-10,Tamil Nadu,COVID-19,235,4,203,84073360
2025-01-10,Kerala,Dengue,18,0,16,117574672
2025-01-10,Kerala,Malaria,67,1,62,117574672
2025-01-10,Kerala,Cholera,76,3,67,117574672
2025-01-10,Kerala,Influenza,131,5,107,117574672
2025-01-10,Kerala,COVID-19,56,1,53,117574672
2025-01-10,Gujarat,Dengue,25,0,21,30633505
2025-01-10,Gujarat,Malaria,51,1,46,30633505
2025-01-10,Gujarat,Cholera,43,1,39,30633505
2025-01-10,Gujarat,Influenza,162,3,143,30633505
2025-01-10,Gujarat,COVID-19,98,2,87,30633505
2025-01-10,Uttar Pradesh,Dengue,40,1,33,88334797
2025-01-10,Uttar Pradesh,Malaria,72,3,62,88334797
2025-01-10,Uttar Pradesh,Cholera,11,0,10,88334797
2025-01-10,Uttar Pradesh,Influenza,81,1,67,88334797
2025-01-10,Uttar Pradesh,COVID-19,233,2,204,88334797
2025-01-10,West Bengal,Dengue,18,0,16,141788016
2025-01-10,West Bengal,Malaria,30,1,24,141788016
2025-01-10,West Bengal,Cholera,76,2,70,141788016
2025-01-10,West Bengal,Influenza,156,3,135,141788016
2025-01-10,West Bengal,COVID-19,172,7,163,141788016
2025-01-10,Rajasthan,Dengue,71,0,57,152954456
2025-01-10,Rajasthan,Malaria,92,1,74,152954456
2025-01-10,Rajasthan,Cholera,67,2,61,152954456
2025-01-10,Rajasthan,Influenza,258,9,223,152954456
2025-01-10,Rajasthan,COVID-19,57,1,53,152954456
2025-01-10,Telangana,Dengue,86,2,73,172087196
2025-01-10,Telangana,Malaria,62,2,51,172087196
2025-01-10,Telangana,Cholera,59,2,47,172087196
2025-01-10,Telangana,Influenza,231,9,210,172087196
2025-01-10,Telangana,COVID-19,299,7,249,172087196
2025-01-17,Maharashtra,Dengue,65,2,52,62296015
2025-01-17,Maharashtra,Malaria,21,0,17,62296015
2025-01-17,Maharashtra,Cholera,36,0,33,62296015
2025-01-17,Maharashtra,Influenza,281,9,232,62296015
2025-01-17,Maharashtra,COVID-19,247,4,224,62296015
2025-01-17,Karnataka,Dengue,52,0,43,113952711
2025-01-17,Karnataka,Malaria,25,0,21,113952711
2025-01-17,Karnataka,Cholera,85,3,73,113952711
2025-01-17,Karnataka,Influenza,65,2,55,113952711
2025-01-17,Karnataka,COVID-19,53,2,49,113952711
2025-01-17,Delhi,Dengue,39,0,31,100087023
2025-01-17,Delhi,Malaria,82,2,71,100087023
2025-01-17,Delhi,Cholera,92,4,74,100087023
2025-01-17,Delhi,Influenza,159,2,136,100087023
2025-01-17,Delhi,COVID-19,346,7,325,100087023
2025-01-17,Tamil Nadu,Dengue,60,1,54,88243353
2025-01-17,Tamil Nadu,Malaria,57,1,52,88243353
2025-01-17,Tamil Nadu,Cholera,54,1,49,88243353
2025-01-17,Tamil Nadu,Influenza,251,11,235,88243353
2025-01-17,Tamil Nadu,COVID-19,187,4,174,88243353
2025-01-17,Kerala,Dengue,50,1,45,199622447
2025-01-17,Kerala,Malaria,95,1,82,199622447
2025-01-17,Kerala,Cholera,44,1,41,199622447
2025-01-17,Kerala,Influenza,458,6,395,199622447
2025-01-17,Kerala,COVID-19,114,3,98,199622447
2025-01-17,Gujarat,Dengue,79,2,66,47752328
2025-01-17,Gujarat,Malaria,65,3,56,47752328
2025-01-17,Gujarat,Cholera,47,0,44,47752328
2025-01-17,Gujarat,Influenza,317,5,259,47752328
2025-01-17,Gujarat,COVID-19,177,4,165,47752328
2025-01-17,Uttar Pradesh,Dengue,30,1,24,115820449
2025-01-17,Uttar Pradesh,Malaria,83,1,69,115820449
2025-01-17,Uttar Pradesh,Cholera,17,0,15,115820449
2025-01-17,Uttar Pradesh,Influenza,235,11,191,115820449
2025-01-17,Uttar Pradesh,COVID-19,149,2,137,115820449
2025-01-17,West Bengal,Dengue,23,0,20,140614467
2025-01-17,West Bengal,Malaria,99,4,92,140614467
2025-01-17,West Bengal,Cholera,26,0,22,140614467
2025-01-17,West Bengal,Influenza,191,8,159,140614467
2025-01-17,West Bengal,COVID-19,82,2,73,140614467
2025-01-17,Rajasthan,Dengue,86,2,78,85108983
2025-01-17,Rajasthan,Malaria,69,1,59,85108983
2025-01-17,Rajasthan,Cholera,74,3,64,85108983
2025-01-17,Rajasthan,Influenza,46,1,40,85108983
2025-01-17,Rajasthan,COVID-19,86,3,75,85108983
2025-01-17,Telangana,Dengue,24,0,20,35086595
2025-01-17,Telangana,Malaria,55,2,51,35086595
2025-01-17,Telangana,Cholera,33,1,27,35086595
2025-01-17,Telangana,Influenza,155,6,142,35086595
